Year,Month,tem,rain
1982,2,20.5124,21.1194
1982,3,23.7499,39.1975
1982,4,26.815,179.316
1982,5,28.9711,166.775
1982,6,27.9965,413.265
1982,7,28.5086,420.955
1982,8,27.9058,544.534
1982,9,28.1703,284.621
1982,10,27.0648,39.4172
1982,11,22.5962,38.9091
1982,12,18.8501,3.49806
1983,1,18.0039,11.3977
1983,2,19.7179,36.6821
1983,3,24.6127,104.064
1983,4,26.9736,191.055
1983,5,27.4698,377.107
1983,6,28.7935,396.943
1983,7,28.5904,434.307
1983,8,28.1526,484.295
1983,9,28.1086,305.01
1983,10,27.015,280.982
1983,11,23.8313,19.5985
1983,12,18.8622,32.1243
1984,1,17.7947,15.9246
1984,2,19.9473,4.05208
1984,3,25.536,9.63009
1984,4,28.2474,172.021
1984,5,27.654,507.684
1984,6,27.886,565.81
1984,7,27.7393,715.063
1984,8,28.1933,427.289
1984,9,27.4938,381.452
1984,10,27.5528,129.73
1984,11,23.0039,4.52029
1984,12,19.6511,6.63063
1985,1,18.8171,7.44035
1985,2,20.6197,10.7857
1985,3,26.2622,95.98
1985,4,28.3044,119.024
1985,5,27.6409,325.358
1985,6,28.2298,498.385
1985,7,27.3083,409.884
1985,8,28.3917,359.347
1985,9,27.8588,325.074
1985,10,27.0872,97.375
1985,11,23.0949,26.3739
1985,12,20.4398,5.6936
1986,1,18.8875,5.97641
1986,2,21.0747,2.43015
1986,3,25.6098,17.3861
1986,4,27.0516,179.735
1986,5,27.6381,210.662
1986,6,28.897,296.929
1986,7,27.8074,571.737
1986,8,28.4925,304.698
1986,9,27.3405,460.341
1986,10,26.1029,252.867
1986,11,23.6914,135.81
1986,12,20.0478,6.83946
1987,1,18.9032,3.04431
1987,2,21.7238,9.38784
1987,3,24.8017,57.131
1987,4,27.4476,210.204
1987,5,28.508,137.362
1987,6,29.253,521.268
1987,7,28.0107,589.099
1987,8,28.1384,634.122
1987,9,28.2602,357.247
1987,10,27.3458,119.269
1987,11,24.2419,29.0261
1987,12,20.36,15.8961
1988,1,19.2634,0.87756
1988,2,21.7809,31.1986
1988,3,25.117,70.323
1988,4,28.2212,205.354
1988,5,27.9454,418.672
1988,6,28.0714,517.33
1988,7,28.1468,546.468
1988,8,28.1171,479.413
1988,9,28.5791,281.161
1988,10,27.4519,164.222
1988,11,24.2705,91.5198
1988,12,21.0501,12.0457
1989,1,17.5061,2.88141
1989,2,20.8075,18.6473
1989,3,25.0341,15.3381
1989,4,28.4778,93.4202
1989,5,29.0168,287.091
1989,6,28.2459,370.973
1989,7,28.1345,480.33
1989,8,28.5109,176.275
1989,9,28.1385,333.963
1989,10,27.0998,270.976
1989,11,23.3839,3.81756
1989,12,19.0009,4.31961
1990,1,19.473,1.02665
1990,2,21.1088,45.7316
1990,3,23.7713,104.692
1990,4,26.5503,222.121
1990,5,28.0107,278.321
1990,6,28.5531,521.461
1990,7,27.9207,522.194
1990,8,28.5019,358.344
1990,9,28.2556,294.101
1990,10,26.2772,225.056
1990,11,24.5595,57.4948
1990,12,20.1132,15.7285
1991,1,17.4518,15.5629
1991,2,21.7874,28.323
1991,3,25.9068,41.9833
1991,4,27.3361,195.31
1991,5,27.5258,355.596
1991,6,27.6036,411.503
1991,7,28.1626,412.073
1991,8,28.0767,404.229
1991,9,27.4425,514.93
1991,10,26.5558,263.402
1991,11,22.5562,21.6794
1991,12,18.5561,28.904
1992,1,17.4191,6.15095
1992,2,19.3065,50.8807
1992,3,25.1958,9.63505
1992,4,28.3228,38.8075
1992,5,27.3386,207.565
1992,6,28.3549,273.337
1992,7,27.6078,462.745
1992,8,28.0492,318.474
1992,9,27.7278,272.882
1992,10,26.5026,135.043
1992,11,23.0168,6.02325
1992,12,18.2444,2.99477
1993,1,18.1609,9.06548
1993,2,21.0757,47.1214
1993,3,23.4808,87.7526
1993,4,26.4466,135.085
1993,5,27.0991,404.466
1993,6,27.6713,519.834
1993,7,27.8916,484.528
1993,8,27.867,458.954
1993,9,27.4283,356.76
1993,10,26.6738,143.515
1993,11,23.2391,18.7967
1993,12,19.9446,0.01082
1994,1,18.7418,13.981
1994,2,19.7401,27.5964
1994,3,25.03,89.831
1994,4,27.1263,164.774
1994,5,28.5911,204.148
1994,6,28.0515,373.326
1994,7,28.3919,317.352
1994,8,28.3,361.903
1994,9,28.3021,166.025
1994,10,26.7137,91.0517
1994,11,23.1254,9.18975
1994,12,19.0129,0.14889
1995,1,17.7492,9.51787
1995,2,20.8723,29.6508
1995,3,25.2876,21.9067
1995,4,28.5657,53.7673
1995,5,29.2967,212.226
1995,6,28.8511,410.046
1995,7,27.984,585.233
1995,8,28.1941,494.813
1995,9,27.9357,371.108
1995,10,27.2994,79.6197
1995,11,23.7156,140.99
1995,12,19.1235,1.21624
1996,1,18.5789,7.05748
1996,2,20.6901,22.9102
1996,3,26.0952,52.8844
1996,4,27.8947,166.541
1996,5,28.6148,232.497
1996,6,28.0299,397.807
1996,7,28.1341,436.68
1996,8,27.7894,386.234
1996,9,28.2475,258.422
1996,10,26.6539,263.608
1996,11,23.5364,6.52539
1996,12,19.4872,0.41104
1997,1,17.9503,9.95175
1997,2,19.7434,21.4791
1997,3,25.302,69.1094
1997,4,25.8287,148.762
1997,5,28.2268,205.94
1997,6,28.2152,438.014
1997,7,28.0691,525.725
1997,8,28.2508,381.913
1997,9,27.6086,398.26
1997,10,26.2579,45.9865
1997,11,23.9015,11.493
1997,12,18.8273,31.8516
1998,1,17.7704,19.5979
1998,2,21.3817,33.4868
1998,3,23.833,104.975
1998,4,27.4558,191.096
1998,5,28.848,228.972
1998,6,29.2008,368.339
1998,7,28.1453,651.001
1998,8,28.2394,468.56
1998,9,28.6324,274.832
1998,10,28.6631,174.975
1998,11,24.228,102.414
1998,12,19.9801,0.02981
1999,1,18.9055,0.3407
1999,2,22.7454,0.10675
1999,3,26.2573,5.22216
1999,4,29.5091,50.6288
1999,5,27.9702,322.274
1999,6,28.5738,338.123
1999,7,27.9209,800.869
1999,8,27.8719,453.255
1999,9,27.7741,340.816
1999,10,27.2434,272.28
1999,11,23.7157,12.5447
1999,12,20.4159,5.91518
2000,1,17.8553,20.0385
2000,2,19.8796,26.8679
2000,3,24.1766,76.7595
2000,4,26.9379,202.779
2000,5,27.5459,439.359
2000,6,28.1653,366.512
2000,7,28.2621,356.645
2000,8,28.1104,429.486
2000,9,27.5094,320.606
2000,10,27.0526,181.583
2000,11,23.7323,5.0709
2000,12,19.4021,0.21109
2001,1,19.1684,1.05632
2001,2,22.1418,8.84245
2001,3,25.2322,31.1425
2001,4,28.0317,113.584
2001,5,28.0056,385.625
2001,6,27.9112,437.875
2001,7,28.1778,355.399
2001,8,28.4513,394.333
2001,9,28.6358,247.686
2001,10,27.4927,250.576
2001,11,24.3786,21.9283
2001,12,20.0203,0.00843
2002,1,18.7662,16.0598
2002,2,21.7798,1.62475
2002,3,25.6658,54.9691
2002,4,27.3997,203.641
2002,5,27.9866,164.443
2002,6,28.2914,622.822
2002,7,27.8864,615.753
2002,8,27.9693,380.547
2002,9,28.0888,258.746
2002,10,26.9426,84.9505
2002,11,24.0238,127.723
2002,12,20.2395,0.62698
2003,1,17.9398,4.05949
2003,2,20.9849,13.9698
2003,3,24.4467,46.4431
2003,4,28.153,103.609
2003,5,28.1068,229.51
2003,6,28.1032,470.844
2003,7,28.2792,747.537
2003,8,28.8776,199.356
2003,9,28.7275,227.284
2003,10,27.7419,270.92
2003,11,23.9283,34.4858
2003,12,19.2162,25.0712
2004,1,18.2838,3.8527
2004,2,20.9799,3.20108
2004,3,26.7782,36.3113
2004,4,27.3832,226.008
2004,5,29.1106,202.54
2004,6,28.3582,539.037
2004,7,27.6765,319.079
2004,8,28.5187,244.488
2004,9,28.2945,247.653
2004,10,26.3711,345.506
2004,11,23.2019,6.17463
2004,12,20.5304,6.5125
2005,1,18.7742,13.6412
2005,2,22.0334,6.00206
2005,3,25.8596,73.5596
2005,4,27.9591,146.875
2005,5,28.0449,257.578
2005,6,29.1435,263.16
2005,7,28.2297,409.154
2005,8,28.597,220.255
2005,9,28.3883,282.964
2005,10,26.9262,236.316
2005,11,23.3981,5.77824
2005,12,20.1779,2.564
2006,1,19.4921,0.00249
2006,2,23.6292,6.08321
2006,3,26.212,7.92641
2006,4,27.6793,341.871
2006,5,28.4904,199.635
2006,6,28.458,274.958
2006,7,28.6736,428.041
2006,8,28.6002,320.256
2006,9,28.5336,361.797
2006,10,27.4515,112.708
2006,11,23.9783,24.2999
2006,12,20.7727,2.98989
2007,1,19.093,1.04976
2007,2,20.5513,46.5265
2007,3,25.1484,15.9467
2007,4,28.0036,312.651
2007,5,28.793,180.555
2007,6,28.5409,481.578
2007,7,28.1274,496.747
2007,8,28.8106,898.072
2007,9,28.3902,396.955
2007,10,27.8778,229.974
2007,11,24.1285,39.532
2007,12,20.1536,0.10678
2008,1,19.1005,22.6256
2008,2,19.783,12.5362
2008,3,25.6679,38.8424
2008,4,28.4216,101.169
2008,5,28.5943,206.353
2008,6,27.8427,477.063
2008,7,28.0989,588.575
2008,8,28.1792,311.883
2008,9,28.5522,235.861
2008,10,27.0175,160.93
2008,11,23.7862,6.53971
2008,12,21.0141,2.27446
2009,1,20.3262,0.65574
2009,2,22.7193,16.0921
2009,3,25.9696,26.2234
2009,4,29.1815,199.444
2009,5,28.5577,209.835
2009,6,29.1754,224.577
2009,7,28.8393,558.314
2009,8,28.5917,317.717
2009,9,28.964,298.646
2009,10,27.6979,171.9
2009,11,24.4304,49.8057
2009,12,20.2116,3.71126
2010,1,18.6795,0.02014
2010,2,21.7631,4.31731
2010,3,27.0261,98.9955
2010,4,29.1543,283.174
2010,5,28.8466,274.778
2010,6,28.723,451.158
2010,7,28.7615,358.158
2010,8,28.9236,293.918
2010,9,28.6092,349.922
2010,10,27.9208,207.224
2010,11,25.1333,8.98786
2010,12,19.8122,17.4939
2011,1,18.0523,4.69858
2011,2,21.2404,20.0933
2011,3,25.5009,23.1504
2011,4,27.67,89.8199
2011,5,28.2986,258.967
2011,6,28.5389,626.279
2011,7,28.2877,414.579
2011,8,28.0651,1012.02
2011,9,28.4788,275.258
2011,10,27.474,52.3823
2011,11,23.5306,19.8951
2011,12,20.4366,0.95423
2012,1,16.8493,17.7638
2012,2,20.0185,2.89884
2012,3,25.6603,49.1879
2012,4,26.6947,204.675
2012,5,28.7705,237.962
2012,6,28.5034,283.547
2012,7,28.0643,494.22
2012,8,28.4723,388.252
2012,9,27.879,245.315
2012,10,26.1542,166.98
2012,11,23.0322,21.3492
2012,12,19.6466,16.9888
2013,1,17.7546,1.14107
2013,2,20.6546,11.6018
2013,3,25.3696,9.01275
2013,4,27.366,115.73
2013,5,27.2544,307.156
2013,6,28.894,357.403
2013,7,28.3869,473.361
2013,8,27.8884,395.807
2013,9,28.0005,234.519
2013,10,26.4168,254.758
2013,11,22.1847,0.00089
2013,12,18.5529,0.57815
2014,1,17.1088,0.1202
2014,2,19.2051,32.3783
2014,3,24.4777,11.8894
2014,4,28.5882,53.5327
2014,5,28.7169,179.551
2014,6,28.2088,372.435
2014,7,28.5261,403.483
2014,8,27.9512,481.268
2014,9,27.9355,330.746
2014,10,26.6371,57.4383
2014,11,22.6934,0.22844
2014,12,18.3739,0.30376
2015,1,17.8343,8.75886
2015,2,20.3632,24.1695
2015,3,24.6581,21.2529
2015,4,26.3966,198.791
2015,5,28.3603,167.221
2015,6,28.2169,450.405
2015,7,27.8557,715.223
2015,8,28.0642,512.127
2015,9,28.123,353.869
2015,10,26.8624,81.5994
2015,11,23.1842,4.60815
2015,12,18.7124,5.97798
